iter	Logloss
133	0.4884394051
134	0.4884382739
135	0.4884382739
136	0.4882833824
137	0.4882292278
138	0.4882086646
139	0.4878483875
140	0.4878409257
141	0.4875213267
142	0.487265988
143	0.4869061987
144	0.4866560819
145	0.4865466404
146	0.4863979532
147	0.4861592161
148	0.4853020133
149	0.4852887049
150	0.4846497721
151	0.4844856528
152	0.4839921102
153	0.4835918921
154	0.483398522
155	0.4833946729
156	0.4832454869
157	0.4827361147
158	0.4826049092
159	0.4822576068
160	0.4819926207
161	0.4817398379
162	0.481677376
163	0.4816206725
164	0.4814205403
165	0.4812213494
166	0.4806134668
167	0.4806134667
168	0.4803509759
169	0.4801836767
170	0.4800157989
171	0.4797636632
172	0.4796542453
173	0.4794265262
174	0.4791874299
175	0.4791637476
176	0.4787697122
177	0.4787084309
178	0.4785250022
179	0.4785143154
180	0.4780964322
181	0.4779554022
182	0.4778084065
183	0.4776585943
184	0.4776011212
185	0.4768354213
186	0.476674724
187	0.4766738803
188	0.4764940175
189	0.4760741876
190	0.4758689748
191	0.4753609081
192	0.4751615017
193	0.4748596897
194	0.4745644267
195	0.4741104203
196	0.47383358
197	0.473624161
198	0.473399905
199	0.473103001
200	0.473103001
201	0.4730133685
202	0.4724329654
203	0.4723386459
204	0.472085847
205	0.4719394055
206	0.4713650236
207	0.470909218
208	0.4706703321
209	0.4703022574
210	0.4698445411
211	0.46967908
212	0.4695015319
213	0.4690628474
214	0.4688962836
215	0.4687191567
216	0.4682635352
217	0.4681805573
218	0.4677413887
219	0.4675428425
220	0.4671710488
221	0.4666459126
222	0.4663580279
223	0.4660354296
224	0.4658925481
225	0.4655236565
226	0.4652142401
227	0.4651070066
228	0.4648668296
229	0.4644723298
230	0.4643997157
231	0.4639059002
232	0.4633411849
233	0.4631306845
234	0.4628306996
235	0.4624481208
236	0.4621032764
237	0.4618143241
238	0.4615907491
239	0.4613304397
240	0.4611887805
241	0.4609325995
242	0.460612787
243	0.4602191459
244	0.4598195053
245	0.4595104171
246	0.4593791314
247	0.4591255966
248	0.4586746624
249	0.458433711
250	0.4581073759
251	0.457809263
252	0.4571993134
253	0.4566584018
254	0.4564219047
255	0.4561310296
256	0.4559439876
257	0.4559109338
258	0.455609589
259	0.4552027801
260	0.4548119482
261	0.454456356
262	0.4542580384
263	0.4538461724
264	0.4535674749
265	0.4531754592
266	0.4527869054
267	0.4524386396
268	0.4523686996
269	0.4520356172
270	0.4516654126
271	0.4515615251
272	0.451353459
273	0.4510509404
274	0.4507188573
275	0.450398386
276	0.4500007153
277	0.4495965754
278	0.4494304283
279	0.4492343773
280	0.4489972519
281	0.4487970526
282	0.4484916127
283	0.4484126026
284	0.4481401444
285	0.4479178342
286	0.4478040527
287	0.4474714635
288	0.4471671054
289	0.4469505892
290	0.4466962468
291	0.4464330124
292	0.4461426446
293	0.4456531923
294	0.445460657
295	0.4452410359
296	0.4451638558
297	0.4448267517
298	0.4445826896
299	0.4442617247
300	0.4441285562
301	0.4439029959
302	0.4437428877
303	0.4436162915
304	0.4433424989
305	0.4431385064
306	0.4429198369
307	0.4425529803
308	0.4421930106
309	0.4418990254
310	0.4416382826
311	0.441233838
312	0.4409919561
313	0.4407768415
314	0.4402448493
315	0.4401797565
316	0.4398987359
317	0.4394915502
318	0.4391305875
319	0.4388030653
320	0.4384971499
321	0.4381918603
322	0.4380159313
323	0.4379520903
324	0.4377972904
325	0.4373533448
326	0.4369075354
327	0.4367898306
328	0.4364090962
329	0.436161601
330	0.4359460028
331	0.4357206632
332	0.4355857628
333	0.4353272917
334	0.4352470745
335	0.4350609415
336	0.4346282429
337	0.4343827332
338	0.4341674766
339	0.4337991693
340	0.4334896836
341	0.4333043727
342	0.433168293
343	0.4327703781
344	0.4326812104
345	0.4324765425
346	0.4323540767
347	0.4321100857
348	0.4318157182
349	0.4316636218
350	0.431408505
351	0.4311553931
352	0.4309745838
353	0.4307855569
354	0.430569038
355	0.4303378025
356	0.4300331865
357	0.4297936929
358	0.4297314025
359	0.4292382725
360	0.4290388668
361	0.4286542211
362	0.4284564088
363	0.4281907372
364	0.4279950248
365	0.4277843914
366	0.4275213996
367	0.4272743549
368	0.4269851662
369	0.4268252634
370	0.4267530827
371	0.4264403898
372	0.4264270047
373	0.4262611484
374	0.4258932812
375	0.4258125991
376	0.4254511056
377	0.425345983
378	0.4251033527
379	0.4249108926
380	0.4246477517
381	0.4244994782
382	0.4242307103
383	0.4238268681
384	0.4236176153
385	0.4233892874
386	0.4231516561
387	0.4229717818
388	0.4227443797
389	0.4222386628
390	0.4221156968
391	0.4217546476
392	0.4216229327
393	0.4215301929
394	0.4213750357
395	0.4213345493
396	0.4211249707
397	0.4209794429
398	0.4209568085
399	0.4208586408
400	0.4205522498
401	0.420164457
402	0.4200601878
403	0.4196522846
404	0.4193179587
405	0.4188866748
406	0.4187755725
407	0.4184967103
408	0.4181314053
409	0.4180204452
410	0.4180001399
411	0.4178144144
412	0.4176337204
413	0.4174913658
414	0.4170012271
415	0.4165714346
416	0.4163604961
417	0.4162156805
418	0.4161525066
419	0.4159767662
420	0.4158841446
421	0.4155285534
422	0.4153919529
423	0.415124202
424	0.4148506347
425	0.414593675
426	0.4144455235
427	0.4141672205
428	0.4141635463
429	0.4137711911
430	0.4136383957
431	0.4135354632
432	0.4132685974
433	0.4131115653
434	0.4128052562
435	0.4126281921
436	0.4125778732
437	0.4123286455
438	0.4121456537
439	0.4119550387
440	0.4117696466
441	0.4116677281
442	0.4115578439
443	0.4112926255
444	0.4111026698
445	0.4106458143
446	0.4102333044
447	0.4102090163
448	0.4101286777
449	0.4100205841
450	0.4099406994
451	0.4098628638
452	0.4095456208
453	0.4092757194
454	0.4090748953
455	0.4087836701
456	0.4086839019
457	0.4085725735
458	0.4083308957
459	0.408193686
460	0.4078058165
461	0.4073734227
462	0.4070015809
463	0.4068223788
464	0.4065085741
465	0.4063619232
466	0.4062389991
467	0.406184607
468	0.4059819279
469	0.4058099781
470	0.4054564928
471	0.4052943343
472	0.4050016645
473	0.4049052416
474	0.4047956621
475	0.4046207675
476	0.40428093
477	0.4042613777
478	0.4039335455
479	0.4036904675
480	0.4032442409
481	0.4031429468
482	0.4031338161
483	0.4030134409
484	0.4028046381
485	0.4026589191
486	0.4022864499
487	0.4022607634
488	0.4020144161
489	0.4018508171
490	0.4015030692
491	0.4013875659
492	0.4012384065
493	0.4010808136
494	0.4008057442
495	0.4006873095
496	0.4004700209
497	0.4002250422
498	0.4001780073
499	0.3999885012
500	0.3997760562
501	0.3995167226
502	0.3992910218
503	0.399064874
504	0.3988592448
505	0.3988100287
506	0.3987441293
507	0.3985357028
508	0.3983786945
509	0.398282093
510	0.398011947
511	0.3979535321
512	0.3978665205
513	0.3975320708
514	0.3972953042
515	0.3972785397
516	0.3971825361
517	0.3970781155
518	0.3968671829
519	0.3967002903
520	0.3966387375
521	0.3961626241
522	0.3960296525
523	0.3957759571
524	0.3954770771
525	0.3951154087
526	0.394766965
527	0.394678848
528	0.3944248774
529	0.3942858259
530	0.3941672905
531	0.3941507311
532	0.3940065898
533	0.3939250781
534	0.3935880176
535	0.3934241238
536	0.3932217006
537	0.3930220838
538	0.392793305
539	0.3926413429
540	0.3925024193
541	0.3921828768
542	0.3919699164
543	0.3918028871
544	0.3914882551
545	0.391279195
546	0.3912716249
547	0.3910850823
548	0.3909347935
549	0.3905716534
550	0.3903137387
551	0.3901561714
552	0.3900764673
553	0.3899833127
554	0.3898384979
555	0.3894910421
556	0.3893917308
557	0.3893620283
558	0.3891094747
559	0.3887239354
560	0.3885823586
561	0.3885756976
562	0.3883166522
563	0.3882038469
564	0.3879146735
565	0.3878509025
566	0.3877313848
567	0.387512255
568	0.387343029
569	0.3872797763
570	0.3871579131
571	0.3868099942
572	0.3867007743
573	0.3865027695
574	0.3863731756
575	0.3862201124
576	0.3860978564
577	0.3858136644
578	0.3857459359
579	0.385443824
580	0.385386551
581	0.3851224452
582	0.3847587629
583	0.3846012574
584	0.3845523207
585	0.384392585
586	0.3842329382
587	0.3841210957
588	0.3838337562
589	0.3837310256
590	0.3835347712
591	0.3832892848
592	0.3829608913
593	0.3828698472
594	0.3827728092
595	0.3826193577
596	0.3823692751
597	0.382142695
598	0.3819405202
599	0.3817266984
600	0.3815903751
601	0.3813642151
602	0.3812307766
603	0.3808296942
604	0.3807053759
605	0.3804126932
606	0.3802451425
607	0.3799570125
608	0.379776752
609	0.3795538713
610	0.3793473512
611	0.3791527141
612	0.3789560027
613	0.3787423239
614	0.3786364957
615	0.3785698564
616	0.3783953443
617	0.3783215397
618	0.3782298858
619	0.3780340522
620	0.3777269453
621	0.3775345276
622	0.3772715329
623	0.3772339727
624	0.3771641966
625	0.3770007245
626	0.3767840402
627	0.3765530215
628	0.3762299119
629	0.3760114595
630	0.3758929278
631	0.3757510488
632	0.3756134906
633	0.3754599776
634	0.3754046999
635	0.3752742327
636	0.3750637507
637	0.374895454
638	0.374587441
639	0.37451857
640	0.3743833398
641	0.3743369289
642	0.3742437296
643	0.3740438658
644	0.3739141864
645	0.3736606261
646	0.373643
647	0.3735536414
648	0.3734094511
649	0.3731704438
650	0.3731049101
651	0.3729280298
652	0.3728802136
653	0.3728329859
654	0.3727455763
655	0.3726283904
656	0.3724988162
657	0.3723995055
658	0.3722970338
659	0.372116302
660	0.3719039088
661	0.3717324952
662	0.3716874585
663	0.371576323
664	0.3713291775
665	0.3712287037
666	0.3709498795
667	0.3707740504
668	0.3706362671
669	0.3705352566
670	0.37035785
671	0.3702534266
672	0.3701168403
673	0.3698868691
674	0.3697211263
675	0.369399104
676	0.3692011913
677	0.3691012627
678	0.3690579785
679	0.3689107138
680	0.3688339457
681	0.3685762472
682	0.368468177
683	0.3682931614
684	0.368127361
685	0.3678983706
686	0.367809783
687	0.3677219893
688	0.3675525466
689	0.36752994
690	0.3674046016
691	0.3670980091
692	0.3669345567
693	0.3668251274
694	0.3667577825
695	0.3666617303
696	0.3665204383
697	0.3663802527
698	0.3663022315
699	0.366037218
700	0.3659632104
701	0.3658809245
702	0.3655856696
703	0.3654954281
704	0.3653939646
705	0.3652151406
706	0.3649312513
707	0.3647201721
708	0.3646421342
709	0.3643959342
710	0.3642623033
711	0.3641880902
712	0.364029248
713	0.3640255688
714	0.3637845259
715	0.3635716415
716	0.3633553896
717	0.3633283899
718	0.3631110236
719	0.3630925899
720	0.3630636163
721	0.3628724584
722	0.3626670409
723	0.3623921409
724	0.3622417072
725	0.3621727324
726	0.3618496836
727	0.3617259152
728	0.3615721662
729	0.3615174917
730	0.3613564847
731	0.3612145096
732	0.3610584964
733	0.3610134643
734	0.3608728856
735	0.3607772671
736	0.3606744034
737	0.360565681
738	0.3604132687
739	0.3602390502
740	0.3601045826
741	0.360052217
742	0.3599287321
743	0.3597616008
744	0.3595699835
745	0.3593308004
746	0.359185044
747	0.3589168635
748	0.3588903816
749	0.3587582978
750	0.3586677085
751	0.3585166472
752	0.3583979016
753	0.3582293104
754	0.3581299312
755	0.3580935651
756	0.3578396098
757	0.3577170001
758	0.3576875707
759	0.3574493775
760	0.3572590211
761	0.3570581206
762	0.3569530339
763	0.356855682
764	0.3567346896
765	0.3565702608
766	0.3564754515
767	0.356408937
768	0.3562842386
769	0.3560255519
770	0.3559107398
771	0.3558136871
772	0.3554758994
773	0.3554355301
774	0.3551886717
775	0.3548559678
776	0.3545551598
777	0.3543587876
778	0.3542241577
779	0.3541556386
780	0.3540252144
781	0.3539528487
782	0.3537617355
783	0.3537223254
784	0.353586161
785	0.3535244915
786	0.3533653139
787	0.3531726785
788	0.35306089
789	0.3529943405
790	0.3526795812
791	0.3526125072
792	0.3525562105
793	0.3524441102
794	0.3522652769
795	0.3521311723
796	0.3520268657
797	0.3519817387
798	0.3518446539
799	0.3517310894
800	0.3514555636
801	0.3512473714
802	0.3511183708
803	0.3508524379
804	0.350718504
805	0.3505900536
806	0.3505343673
807	0.3503046215
808	0.3502867206
809	0.3500525395
810	0.3498360114
811	0.3496941987
812	0.3496134008
813	0.3493967199
814	0.3493326968
815	0.3491542235
816	0.348906699
817	0.3487581042
818	0.3486164212
819	0.3484001792
820	0.3483978698
821	0.348192183
822	0.3480485409
823	0.3478796613
824	0.3477066632
825	0.3475210828
826	0.3474204699
827	0.3473720875
828	0.3473131792
829	0.3471082339
830	0.3469475176
831	0.3467055913
832	0.3466252844
833	0.3465204163
834	0.3464724021
835	0.346338315
836	0.3462573111
837	0.345999889
838	0.3457480671
839	0.3456982801
840	0.3455564242
841	0.3453577356
842	0.3452690228
843	0.3452542297
844	0.3452248702
845	0.3451002126
846	0.344856943
847	0.3447428347
848	0.3445656302
849	0.3443644217
850	0.3442154321
851	0.3441066075
852	0.3440082872
853	0.343770485
854	0.3436103888
855	0.3435265649
856	0.3434090827
857	0.3431825919
858	0.3430247967
859	0.3428683225
860	0.3425906963
861	0.3423857135
862	0.3422498642
863	0.3421377064
864	0.3419350616
865	0.3418547832
866	0.3418239603
867	0.341754689
868	0.3417449381
869	0.3413398295
870	0.3410473265
871	0.341017245
872	0.3408342514
873	0.3407450038
874	0.340707454
875	0.3404972155
876	0.3402463342
877	0.3402180552
878	0.3400489496
879	0.3399488361
880	0.3398818522
881	0.339797419
882	0.3395893241
883	0.3394230112
884	0.3393225514
885	0.3391599924
886	0.3390093824
887	0.3389500406
888	0.3388242838
889	0.3387890345
890	0.3386769471
891	0.3386009664
892	0.3384850572
893	0.3380937383
894	0.3379595606
895	0.3378770678
896	0.3377927959
897	0.3375688448
898	0.3374662175
899	0.3373210856
900	0.3372109851
901	0.3370691775
902	0.3370300668
903	0.3368018596
904	0.3367026667
905	0.3365399245
906	0.3362737473
907	0.3361543014
908	0.3360502554
909	0.3358716666
910	0.335663841
911	0.3355359602
912	0.335401726
913	0.3353372663
914	0.3351098518
915	0.3350436152
916	0.3349335231
917	0.3347993729
918	0.3347138037
919	0.3345885105
920	0.3343936505
921	0.3342876026
922	0.3342160598
923	0.3341083017
924	0.3339689899
925	0.3338006062
926	0.3337853535
927	0.3336358194
928	0.3334176063
929	0.3332233686
930	0.3332072215
931	0.3331677893
932	0.3329873605
933	0.3328024302
934	0.3326495681
935	0.3324924499
936	0.3323354224
937	0.3321499188
938	0.3319419507
939	0.3317984249
940	0.331718553
941	0.3316501903
942	0.331477117
943	0.3311444193
944	0.3308964613
945	0.3306878117
946	0.3305527365
947	0.3302963616
948	0.3300005795
949	0.3297927634
950	0.3294798868
951	0.3292639059
952	0.3291761711
953	0.3290502486
954	0.3288731444
955	0.328637144
956	0.3285518167
957	0.3284886245
958	0.3283435523
959	0.3282010445
960	0.3280766204
961	0.3279704032
962	0.3277774823
963	0.3275909225
964	0.327517156
965	0.3274413349
966	0.3273832499
967	0.3272668444
968	0.3270646104
969	0.3268701227
970	0.3266639059
971	0.3264490389
972	0.3263869867
973	0.3262521382
974	0.3262044045
975	0.3261078926
976	0.3258838765
977	0.3257677829
978	0.3255689861
979	0.3254776806
980	0.3253752468
981	0.3252490261
982	0.3251368836
983	0.3250064824
984	0.3249195326
985	0.3247699395
986	0.324519506
987	0.3243605956
988	0.3243007691
989	0.324132777
990	0.3240802131
991	0.3240201516
992	0.3239334487
993	0.3238000706
994	0.3237579919
995	0.3235684934
996	0.3235277098
997	0.3234852485
998	0.3233789939
999	0.3233119215
1000	0.3231273154
1001	0.3228226353
1002	0.3227241453
1003	0.322636249
1004	0.3225649493
1005	0.3224056014
1006	0.3223456506
1007	0.3222370535
1008	0.322075949
1009	0.3219955281
1010	0.3219005641
1011	0.3217493694
1012	0.3214922706
1013	0.321195312
1014	0.3210754023
1015	0.3209302465
1016	0.3208498049
1017	0.32066079
1018	0.3205112135
1019	0.3204679817
1020	0.3203805753
1021	0.3201389535
1022	0.3201182641
1023	0.3199918668
1024	0.3199315812
1025	0.3197856259
1026	0.3196565681
1027	0.3195580259
1028	0.319345177
1029	0.319313911
1030	0.3191966906
1031	0.3190566011
1032	0.3189880626
1033	0.3187950277
1034	0.318668938
1035	0.3184746326
1036	0.3183838385
1037	0.3180909432
1038	0.3180018757
1039	0.3179507382
1040	0.3179311714
1041	0.3177132058
1042	0.3176117763
1043	0.3175702848
1044	0.3174026428
1045	0.3172285611
1046	0.3172267522
1047	0.317116446
1048	0.3170168181
1049	0.3169589681
1050	0.3168941068
1051	0.316636564
1052	0.3164834619
1053	0.31645767
1054	0.3164513815
1055	0.3162907451
1056	0.3160490793
1057	0.3159811707
1058	0.3158353506
1059	0.3157775224
1060	0.3156864694
1061	0.3155559571
1062	0.315540068
1063	0.3154093727
1064	0.3152961043
1065	0.3151265572
1066	0.3149918052
1067	0.3148821493
1068	0.3148068257
1069	0.3145908829
1070	0.3145525067
1071	0.3144625402
1072	0.3143425408
1073	0.3142017523
1074	0.3141241818
1075	0.313977923
1076	0.3138731241
1077	0.3137252593
1078	0.3135101523
1079	0.3133867162
1080	0.3132542116
1081	0.3131324271
1082	0.3130049438
1083	0.3128735753
1084	0.3127755779
1085	0.312574212
1086	0.3123356378
1087	0.3122113901
1088	0.3121295225
1089	0.3119256539
1090	0.3117943752
1091	0.3115819313
1092	0.3115807217
1093	0.3115376116
1094	0.311430727
1095	0.3112667881
1096	0.3110290123
1097	0.3109252657
1098	0.3106284293
1099	0.3104229861
1100	0.3102658904
1101	0.3100220118
1102	0.3097919915
1103	0.3095777611
1104	0.3094916237
1105	0.3094735919
1106	0.3093744583
1107	0.3092328255
1108	0.3091295742
1109	0.309013093
1110	0.308836805
1111	0.3088104391
1112	0.3086841533
1113	0.308552695
1114	0.3085075292
1115	0.3084366844
1116	0.3082289036
1117	0.3081596483
1118	0.3081396428
1119	0.3079224837
1120	0.3078005188
1121	0.3076968674
1122	0.3075340717
1123	0.3073966368
1124	0.3071265942
1125	0.3070967601
1126	0.3070459193
1127	0.3067769642
1128	0.306600172
1129	0.3065300947
1130	0.3064212548
1131	0.3061700444
1132	0.3060793136
1133	0.3060014104
1134	0.3059490321
1135	0.3059006952
1136	0.3058132046
1137	0.3056384185
1138	0.3054637078
1139	0.3052811373
1140	0.3051103994
1141	0.3049349271
1142	0.3048313583
1143	0.3047327869
1144	0.3046781587
1145	0.3045482587
1146	0.3044360519
1147	0.304313911
1148	0.3041366046
1149	0.3039716479
1150	0.303900554
1151	0.3037413525
1152	0.303595381
1153	0.3035284796
1154	0.3034636534
1155	0.3033202207
1156	0.3031225848
1157	0.3030378492
1158	0.3028874073
1159	0.3027871491
1160	0.3026704606
1161	0.302493037
1162	0.3023974473
1163	0.3023421809
1164	0.3022810411
1165	0.3021311975
1166	0.3019842009
1167	0.3019199567
1168	0.3018498016
1169	0.3016826523
1170	0.3015709868
1171	0.3013866228
1172	0.3012588508
1173	0.3011644238
1174	0.3010746267
1175	0.3009679721
1176	0.3008822339
1177	0.3007791068
1178	0.3005312134
1179	0.300403159
1180	0.300361795
1181	0.300332909
1182	0.3002890798
1183	0.3002715619
1184	0.3001160722
1185	0.2999607842
1186	0.299862718
1187	0.2996139804
1188	0.2995144447
1189	0.2993151705
1190	0.2991541866
1191	0.2990040525
1192	0.2988991513
1193	0.2987571059
1194	0.2987434075
1195	0.2985707076
1196	0.2984814229
1197	0.2984296524
1198	0.2983795915
1199	0.2983361938
